Museum Name,Museum Type,Street Address (Physical Location),City (Physical Location),State (Physical Location),Zip Code (Physical Location),Latitude,Longitude,Income,Revenue
TEA HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,43.48878,-96.7366,,
TELSTAR MUSTANG SHELBY COBRA MUSEUM,GENERAL MUSEUM,,,,,43.69748,-98.02257,,
TIMBER LAKE AND AREA HISTORICAL SOCIETY,HISTORIC PRESERVATION,800 MAIN STREET,TIMBER LAKE,SD,57656,45.4277,-101.07448,369141,138472
TRI-STATE MUSEUM,GENERAL MUSEUM,415 5TH STREET,BELLE FOURCHE,SD,57717,44.67359,-103.85347,17880,17880
TRI-STATE OLD IRON ASSOCIATION,HISTORIC PRESERVATION,,,,,42.88136,-97.41523,0,0
TRIPP COUNTY HISTORICAL,HISTORIC PRESERVATION,E HIGHWAY 18,WINNER,SD,57580,43.34565,-99.89654,0,0
TRIPP COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,43.34565,-99.89654,0,0
UNIVERSITY OF SOUTH DAKOTA ART GALLERIES,ART MUSEUM,,,,,42.78263,-96.92557,,
VERENDRYE MUSEUM,GENERAL MUSEUM,115 DEADWOOD AVENUE,FORT PIERRE,SD,57532,44.36546,-100.4049,29199,29199
W.H. OVER MUSEUM,GENERAL MUSEUM,1110 UNIVERSITY STREET,VERMILLION,SD,57069,42.7899,-96.93266,,
W.H. OVER STATE MUSEUM,GENERAL MUSEUM,,,,,42.7899,-96.93266,,
WADES GOLD MILL,HISTORIC PRESERVATION,,,,,43.93603,-103.57969,,
WAKPA SICA HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,44.36546,-100.4049,88778,88778
WASHINGTON PAVILION,GENERAL MUSEUM,,,,,43.54468,-96.72836,,
WATERTOWN WORLD WILDLIFE MUSEUM,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,,,,44.89,-97.11481,,
WEGNER ARBORETUM SOCIETY,HISTORIC PRESERVATION,1900 S PERRY PLACE,SIOUX FALLS,SD,57103,43.53572,-96.69241,109192,105693
WEIN GALLERY,ART MUSEUM,,,,,45.48106,-98.48794,24024363,16624369
WELLS FARGO THEATER,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,222 NEW YORK STREET,RAPID CITY,SD,57701,44.08544,-103.21858,,
WHITE AREA HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,44.42494,-96.63988,0,0
WILD LIFE MUSEUM,GENERAL MUSEUM,,,,,45.34302,-97.52382,57145,44151
WILD WEST WAX MUSEUM,GENERAL MUSEUM,,,,,44.0478,-102.25736,,
WILLOW LAKE COMMUNITY MUSEUM & LIBRARY,GENERAL MUSEUM,,,,,44.63262,-97.6226,,
WIND CAVE NATIONAL PARK VISITOR CENTER,HISTORIC PRESERVATION,,,,,43.53066,-103.62833,,
WOLAKOTA WALDORF SOCIETY,HISTORIC PRESERVATION,,,,,43.53569,-102.32081,322131,322131
WOODBURN HALL GALLERY,ART MUSEUM,,,,,44.48518,-103.85954,,
WORLD WAR II PHEASANT CANTEEN TEAM,GENERAL MUSEUM,,,,,45.4492,-98.47485,0,0
YANKTON COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.87447,-97.40733,442977,363698
ZETA PLANETARIUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,805 W SIOUX AVE,PIERRE,SD,57501,44.37185,-100.36295,,
ZIEBACH COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,44.99,-101.64744,0,0
310TH BOMB WING VETERANG HISTORICAL,HISTORIC PRESERVATION,,,,,35.09086,-89.77261,0,0
AARON DOUGLAS GALLERY,ART MUSEUM,,,,,36.14684,-86.7937,32811290,32811290
ABRAHAM LINCOLN LIBRARY AND MUSEUM,GENERAL MUSEUM,,,,,36.57678,-83.65511,102089639,102068874
ADVENTURE SCIENCE CENTER,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,800 FORT NEGLEY BOULEVARD,NASHVILLE,TN,37203,36.14487,-86.77597,,
ADVENTURE SCIENCE CENTER NASHVILLE,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,800 FORT NEGLEY BLVD,NASHVILLE,TN,37203,36.1424,-86.77567,4918886,4250385
AFRICAN AMERICAN HERITAGE SOCIETY MUSEUM,HISTORIC PRESERVATION,,,,,35.9304,-86.84498,0,0
AFRICAN AMERICAN HERITAGE SOCIETY OF MAURY COUNTY,HISTORY MUSEUM,,,,,35.61562,-87.04233,0,0
AFRICAN AMERICAN MUSEUM MEMORIAL,GENERAL MUSEUM,,,,,35.00962,-89.81936,,
AFRICAN ROOTS MUSEUM,HISTORY MUSEUM,,,,,35.7593,-89.54287,0,0
AIRPLANE FILLING STATION PRESERVATION ASSOCIATION,HISTORIC PRESERVATION,,,,,36.04168,-84.04253,8629,7823
AKIMA PLANETARIUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,516 NORTH BEAMAN ST,KNOXVILLE,TN,37914,35.99683,-83.88477,,
ALADDIN MUSEUM OF LIGHT,GENERAL MUSEUM,,,,,36.58913,-87.25598,,
ALAMOS,ART MUSEUM,,,,,35.11078,-89.89129,100000,100000
ALEX HALEY HOUSE MUSEUM,GENERAL MUSEUM,,,,,35.6723,-89.57917,141607,132995
ALEX HALEY MUSEUM ASSOCIATION,HISTORY MUSEUM,200 S CHURCH ST,HENNING,TN,38041,35.6723,-89.57917,141607,132995
AMERICAN AIR COMBAT MUSEUM,GENERAL MUSEUM,611 AIRPORT RD,GREENVILLE,TN,37740,,,,
AMERICAN INSTITUTE-ARCHITECTS,GENERAL MUSEUM,209 10TH AVE S #415,NASHVILLE,TN,37203,36.15592,-86.78277,,
AMERICAN MUSEUM OF SCIENCE & ENERGY,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,300 SOUTH TULANE AVENUE,OAK RIDGE,TN,37830,36.00845,-84.25725,,
AMERICAN MUSEUM OF SCIENCE AND ENERGY,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,,,,36.00889,-84.25722,16009,16009
AMUSE'UM COLUMBIA CHILDREN'S CENTER,CHILDREN'S MUSEUM,123 W 7TH ST,COLUMBIA,TN,38401,35.6148,-87.03442,0,0
ANDREW JOHNSON NATIONAL HISTORIC SITE,HISTORIC PRESERVATION,,,,,36.15735,-82.83694,,
ANNESDALE SNOWDEN HISTORIC DISTRICT ORGANIZATION,HISTORIC PRESERVATION,,,,,35.12633,-90.02006,0,0
ANTIQUES AND GARDEN SHOW OF NASHVILLE,ART MUSEUM,,,,,36.11301,-86.86305,961561,961561
APPALACHIAN CENTER FOR CRAFTS,ART MUSEUM,,,,,,,,
ARBORETUM AT INTERSTATE PACKAGING,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",2285 HWY 47 N,WHITE BLUFF,TN,37187,36.12345,-87.22713,,
ARNWINE CABIN,HISTORY MUSEUM,2819 ANDERSONVILLE HWY,CLINTON,TN,37716,36.18109,-84.06778,873734,667984
ARROWMONT SCHOOL OF ARTS AND CRAFTS,ART MUSEUM,556 PARKWAY,GATLINBURG,TN,37738,35.71397,-83.51059,6801279,3205165
ART MUSEUM,ART MUSEUM,,,,,35.12227,-89.93421,,
ARTSMEMPHIS,ART MUSEUM,,,,,35.11563,-89.8959,8233787,2773881
ASIAN AMERICAN PERFORMING,GENERAL MUSEUM,,,,,36.16971,-86.66625,194462,194462
ATHENAEUM RECTORY,GENERAL MUSEUM,,,,,35.61422,-87.04093,,
AUBURNTOWN HISTORICAL SOCIETY,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,35.95801,-86.09958,0,0
AUSTIN PEAY STATE UNIVERSITY STUDENT GALLERY,ART MUSEUM,,,,,36.53179,-87.35207,,
B-47 STRATOJET ASSOCIATION,GENERAL MUSEUM,,,,,36.04471,-83.43478,0,0
BAGWELL CENTER FOR MEDIA AND ART,ART MUSEUM,,,,,35.94427,-84.16542,,
BAILEYTON AREA HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,36.32927,-82.82105,,
BARTLETT HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,35.2066,-89.87113,0,0
BATTLE OF FRANKLIN TRUST,HISTORIC PRESERVATION,,,,,35.8503,-86.85817,1549749,1315285
BATTLE OF NASHVILLE PRESERVATION SOCIETY,HISTORIC PRESERVATION,1001 BURCHWOOD AVENUE,NASHVILLE,TN,37219,36.20195,-86.74254,0,0
BAYS MOUNTAIN PLANETARIUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,853 BAYS MOUNTAIN ROAD,KINGSPORT,TN,37660,36.50128,-82.57563,,
BECK CULTURAL EXCHANGE CENTER,HISTORIC PRESERVATION,,,,,35.97266,-83.89723,147949,146949
BEDFORD CO HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,35.49153,-86.44599,,
BEECH GROVE CONFEDERATE MEMORIAL ASSOCIATION,HISTORIC PRESERVATION,,,,,35.37765,-86.21538,0,0
BEECH RIVER CULTURAL & HERITAGE MUSEUM,GENERAL MUSEUM,,,,,35.65081,-88.39356,,
BEECH RIVER HERITAGE MUSEUM,GENERAL MUSEUM,,,,,35.65081,-88.39356,,
BEECHCRAFT HERITAGE MUSEUM,GENERAL MUSEUM,,,,,41.09528,-77.57917,0,0
BEERSHEBA SPRINGS HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,35.46421,-85.71809,0,0
BELLE MEADE PLANTATION,HISTORIC PRESERVATION,,,,,36.11648,-86.85952,,
BELLEVUE HARPETH HISTORIC ASSOCIATION,HISTORIC PRESERVATION,,,,,36.11178,-86.90604,0,0
BELMONT MANSION,GENERAL MUSEUM,,,,,36.13398,-86.79568,252536735,237693584
BELMONT MANSION ASSOCIATION,HISTORY MUSEUM,,,,,36.13398,-86.79568,571418,441655
BEMIS HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,35.57268,-88.8213,17263,17263
BEMIS MILL VILLAGE MUSEUM,GENERAL MUSEUM,,,,,35.57628,-88.82127,,
BESSIE SMITH HALL & CULTURAL CENTER,GENERAL MUSEUM,200 E ML KING BLVD,CHATTANOOGA,TN,37401,35.04516,-85.3069,482561,477442
BEVERLY & SAM ROSS GALLERY,ART MUSEUM,,,,,35.12759,-89.98392,46762935,46683836
BIG BLACK CREEK HISTORICALASSOCIATION,HISTORIC PRESERVATION,,,,,35.5525,-88.98779,8692,8692
BIG SOUTH FORK NATIONAL RIVER & RECREATION AREA,HISTORIC PRESERVATION,,,,,36.50056,-84.52349,,
BIRTHPLACE OF COUNTRY MUSIC ALIANCE,HISTORIC PRESERVATION,416 STATE ST,BRISTOL,TN,37621,36.59484,-82.18096,5055059,5055059
BLEDSOE COUNTY HISTORICAL & GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,,,,,35.62898,-85.20866,0,0
BLEDSOES LICK HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,,,,,36.37309,-86.29225,112317,90987
BLOUNT COUNTY GENEALOGICAL & HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,35.7568,-83.97033,0,0
BLOUNT COUNTY HISTORICAL MUSEUM,HISTORIC PRESERVATION,1006 E LAMAR ALEXANDER PKWY,MARYVILLE,TN,37802,35.75486,-83.95687,0,0
BLOUNT COUNTY SPORTS HALL OF FAME,GENERAL MUSEUM,,,,,35.767,-83.9556,0,0
BLOUNT MANSION,HISTORIC PRESERVATION,,,,,35.96127,-83.91467,,
BON AIR MOUNTAIN HISTORICAL SOCIETY,HISTORIC PRESERVATION,9479 CROSSVILLE HWY,SPARTA,TN,38583,35.95084,-85.30844,0,0
BOONE SOCIETY,HISTORIC PRESERVATION,,,,,36.32228,-86.58133,0,0
BOONESCREEK HISTORICAL TRUST,HISTORIC PRESERVATION,,,,,36.36011,-82.42797,8119,8119
BRADLEY ACADEMY HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,,,,,35.84173,-86.38948,32341,32341
BRAVO CREATIVE ARTS CENTER,ART MUSEUM,,,,,35.99927,-86.88587,162462,162462
BRISTOL HERITAGE COLLECTION,GENERAL MUSEUM,,,,,36.07411,-86.92925,,
BUFORD PUSSER HOME AND MUSEUM,GENERAL MUSEUM,,,,,35.23181,-88.38374,,
BUTLER MUSEUM,GENERAL MUSEUM,,,,,36.33878,-81.98171,,
BUTLER WATAUGA VALLEY HERITAGE ASSOCIATION,GENERAL MUSEUM,,,,,36.33878,-81.98171,0,0
C. H. NASH MUSEUM-CHUCALISSA,GENERAL MUSEUM,,,,,35.06241,-90.12898,,
C.H. NASH MUSEUM CHUCALISSA,HISTORY MUSEUM,1987 INDIAN VILLAGE DRIVE,MEMPHIS,TN,38109,35.06241,-90.12898,,
CADES COVE PRESERVATION ASSOCIATION,HISTORIC PRESERVATION,1004 E LAMAR ALEXANDER PKWY,MARYVILLE,TN,37701,35.75486,-83.95687,41973,26409
CADES COVE THOMPSON-BROWN HOUSE MUSUEM,HISTORIC PRESERVATION,1004 E LAMAR ALEXANDER PKWY,MARYVILLE,TN,37804,35.75486,-83.95687,41973,26409
CAMPBELL COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,8352 E MAIN ST,ALEXANDRIA,KY,37766,38.95884,-84.38834,0,0
CAMPBELLSVILLE AREA ASSOCIATION,HISTORIC PRESERVATION,,,,,35.33718,-87.13062,0,0
CANNON ASSOCIATION OF CRAFT ARTISTS,ART MUSEUM,,,,,35.82063,-86.09511,0,0
CARL VAN VECHTEN GALLERY,ART MUSEUM,,,,,36.14684,-86.7937,32811290,32811290
CARL VAN VECHTEN GALLERY OF ART,ART MUSEUM,,,,,36.16784,-86.80426,,
CARROLL COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,36.13144,-88.51739,0,0
CARROLL REECE MUSEUM,GENERAL MUSEUM,363 STOUT DRIVE,JOHNSON CITY,TN,37614,36.30446,-82.36312,,
CARTER HOUSE,HISTORIC PRESERVATION,,,,,35.8503,-86.85817,19548,19548
CATRON ART GALLERY,ART MUSEUM,,,,,36.22066,-83.25632,,
CELEBRITY GARDENS FOUNDATION,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,36.02887,-83.40647,0,0
CENTER FOR SOUTHERN FOLKLORE,GENERAL MUSEUM,,,,,35.14187,-90.05425,172062,172062
CHARLES A HALL AND BILLIE L HALL FAMILY FOUNDATION,HISTORY MUSEUM,,,,,35.37597,-84.31207,34940,
CHARLESTON CALHOUN TENNESSEE HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,35.26497,-84.77463,0,0
CHATANOOGA NATIONAL MEMORIAL FOR THE UNBORN,HISTORIC PRESERVATION,,,,,35.03356,-85.18828,0,0
CHATTANOOGA AFRICAN AMERICAN MUSEUM,HISTORIC PRESERVATION,,,,,35.04516,-85.3069,,
CHATTANOOGA HISTORY CENTER,HISTORY MUSEUM,,,,,35.05407,-85.3106,1651002,1651002
CHATTANOOGA NATURE CENTER,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,35.01805,-85.3561,114661,
CHATTANOOGA REGIONAL HISTORY,GENERAL MUSEUM,,,,,35.05111,-85.31122,,
CHATTANOOGA SOCIETY OF MODEL ENGINEERS,HISTORIC PRESERVATION,,,,,35.38983,-85.39555,0,0
CHATTANOOGA STATE MUSEUM,GENERAL MUSEUM,,,,,35.0965,-85.23781,,
CHATTANOOGA ZOO,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,,,,35.02973,-85.27331,1448672,1373882
CHATTANOOGA ZOO AT WARNER PARK,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,,,,35.04289,-85.28041,,
CHEATHAM COUNTY HISTORICAL AND GENEALOGICAL ASSOCIATION,HISTORIC PRESERVATION,,,,,36.28812,-87.06125,0,0
CHEATHAM COUNTY MUSEUM,GENERAL MUSEUM,,,,,36.28812,-87.06125,0,0
CHEEKWOOD BOTANICAL GARDEN & MUSEUM OF ART,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",1200 FORREST PARK DRIVE,NASHVILLE,TN,37205,36.08584,-86.86943,,
CHEEKWOOD BOTANICAL GARDEN AND MUSEUM OF ART,ART MUSEUM,,,,,36.08609,-86.87171,14925463,8851721
CHESTER INN MUSEUM,GENERAL MUSEUM,,,,,36.29402,-82.47407,,
CHILDREN'S MUSEUM OF MEMPHIS,CHILDREN'S MUSEUM,,,,,35.12565,-89.97746,3072596,2886445
CHILDREN'S MUSEUM OF OAK RIDGE,CHILDREN'S MUSEUM,,,,,36.02512,-84.23877,429888,388445
CHILDREN'S MUSEUM OF WEST TENNESSEE FOUNDATION,CHILDREN'S MUSEUM,,,,,35.61594,-88.81698,91038,85210
CITY GARAGE CAR MUSEUM,HISTORY MUSEUM,210 S MAIN ST,GREENEVILLE,TN,37744,36.16061,-82.83251,0,0
CLAIBORNE COUNTY HISTORICAL AND GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,307-661 OLD KENTUCKY RD,TAZEWELL,TN,37879,36.44982,-83.56121,27414,23925
CLARKSVILLE-MONTGOMERY COUNTY HISTORY MUSEUM,HISTORY MUSEUM,200 SOUTH SECOND STREET,CLARKSVILLE,TN,37041,36.5263,-87.35839,1514503,1393777
CLARKSVILLE-MONTGOMERY COUNTY MUSEUM,HISTORY MUSEUM,200 SOUTH SECOND ST,CLARKSVILLE,TN,37041,36.5263,-87.35839,1514503,1393777
CLAY COUNTY MUSEUM,GENERAL MUSEUM,805 BROWN STREET,CELINA,TN,38551,36.54563,-85.49141,0,0
CLEMENT MUSEUM,HISTORY MUSEUM,,,,,36.06285,-87.37611,229147,186177
CLEMENT RAILROAD HOTEL MUSEUM,HISTORY MUSEUM,PO BOX 306,DICKSON,TN,37056,36.06285,-87.37611,229147,186177
CLEVELAND BRADLEY REGIONAL MUSEUM,HISTORY MUSEUM,200 INMAN ST E,CLEVELAND,TN,37364,35.15419,-84.87965,452749,365051
CLOUGH-HANSON GALLERY,ART MUSEUM,,,,,35.15162,-89.98897,169018364,169018364
COAL MINERS DAUGHTER MUSEUM,GENERAL MUSEUM,,,,,44.30118,-105.47928,0,0
COAL MINERS MUSEUM OF THE CUMBERLANDS,HISTORY MUSEUM,,,,,36.22032,-84.15275,0,0
COALFIELD GENEALOGICAL & HISTORICAL SOCIETY,HISTORIC PRESERVATION,112 JERRY JONES RD,COALFIELD,TN,37719,36.05246,-84.34317,,
COFFEE CO MANCHESTER TULLAHOMA MUSEUM,GENERAL MUSEUM,24 CAMPGROUND RD,MANCHESTER,TN,37355,35.4588,-86.05116,0,0
COKE OVEN MUSEUM,GENERAL MUSEUM,,,,,35.3791,-85.39961,,
COMPANY K 46TH TENNESSEE INFANTRY,HISTORIC PRESERVATION,,,,,36.10882,-86.25218,0,0
CONFEDERATE MEMORIAL HALL-BLEAK HOUSE,HISTORIC PRESERVATION,,,,,35.95032,-83.95548,,
COOKEVILLE CHILDREN'S MUSEUM,CHILDREN'S MUSEUM,,,,,36.16601,-85.50679,83559,71101
COOKEVILLE DEPOT MUSEUM,GENERAL MUSEUM,116 WEST BROAD STREET,COOKEVILLE,TN,38501,36.16458,-85.50945,,
COOKEVILLE HISTORY MUSEUM,HISTORY MUSEUM,40 EAST BROAD STREET,COOKEVILLE,TN,38503,36.16334,-85.50439,0,0
COON CREEK SCIENCE CENTER,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,,,,35.12365,-89.96018,3355348,2337920
COOPERTOWN COMMISSION FOR CULTURE HISTORY AND ART,GENERAL MUSEUM,,,,,36.44481,-86.97802,0,0
CORDELL HULL BIRTHPLACE & MUSEUM,GENERAL MUSEUM,,,,,36.58018,-85.18081,,
CORNERSTONES,HISTORIC PRESERVATION,,,,,35.04731,-85.30729,257631,172518
CORNSTALK HEIGHTS HISTORICAL COMMUNITY ORGANIZATION,HISTORIC PRESERVATION,325 WALDEN AVENUE,HARRIMAN,TN,37748,35.93113,-84.54821,0,0
CORRYTON HISTORICAL SOCETY,HISTORIC PRESERVATION,,,,,36.16231,-83.78682,,
COTTON MUSEUM,GENERAL MUSEUM,,,,,35.14338,-90.05473,308874,252093
COTTON MUSEUM OF THE SOUTH CARE OF JOHN FREEMAN,GENERAL MUSEUM,,,,,35.74276,-89.10548,0,0
COUNTRY MUSIC FOUNDATION,GENERAL MUSEUM,,,,,36.15821,-86.77684,31688452,27358001
COWAN RAILROAD MUSEUM,GENERAL MUSEUM,108 FRONT ST S,COWAN,TN,37398,35.164,-86.01079,0,0
CRAGFONT MUSEUM HOUSE,GENERAL MUSEUM,,,,,36.3803,-86.45967,,
CREATIVE DISCOVERY MUSEUM,CHILDREN'S MUSEUM,321 CHESTNUT STREET,CHATTANOOGA,TN,37401,35.05323,-85.3119,3946537,3100010
CROCKETT COUNTY VETERANS ASSOCIATION,HISTORIC PRESERVATION,,,,,35.78972,-89.13933,0,0
CROCKETT TAVERN MUSEUM,GENERAL MUSEUM,2002 MAIN ST,MORRISTOWN,TN,37814,36.221,-83.26875,,
CUMBERLAND FURNACE HISTORIC VILLAGE,HISTORIC PRESERVATION,,,,,36.35617,-87.3878,0,0
CUMBERLAND HOMESTEADS,HISTORIC PRESERVATION,96 TENNESSEE 68,CROSSVILLE,TN,38555,35.94862,-85.07335,62019,44484
CUMMINGSTOWN MEMORIAL MUSEUM AND PARK,GENERAL MUSEUM,PO BOX 341,PIKEVILLE,TN,37367,35.62898,-85.20866,2310,
CUSTOMS HOUSE MUSEUM,CHILDREN'S MUSEUM,200 S. 2ND STREET,CLARKSVILLE,TN,37040,36.5263,-87.35839,,
CYBERSPHERE,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,855 HIGHWAY 46 SOUTH,DICKSON,TN,37055,36.05725,-87.36218,,
DAVIES MANOR PLANTATION,HISTORIC PRESERVATION,9336 DAVIES PLANTATION RD,BARTLETT,TN,38133,35.21829,-89.74859,290617,
DEER LODGE HISTORICAL SOCIETY,HISTORIC PRESERVATION,302 OLD DEER LODGE PIKE,DEER LODGE,TN,37726,36.19324,-84.83215,0,0
DIBRELL MEMORIAL MUSEUM,GENERAL MUSEUM,,,,,35.69285,-85.79255,,
DICKSON WILLIAMS HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,,,,,36.18944,-82.76701,347708,202088
DICKSON-WILLIAMS MANSION,HISTORIC PRESERVATION,,,,,36.16399,-82.83275,,
DINOSAUR WALK MUSEUM,GENERAL MUSEUM,,,,,35.81555,-83.57788,,
DISCOVER MADISON,HISTORY MUSEUM,,,,,36.25865,-86.71433,61996,46882
DISCOVERY CENTER AT MURFREE SPRING,CHILDREN'S MUSEUM,,,,,35.8382,-86.38572,1109362,1048254
DISCOVERY MUSEUM OF WEST TENNESSEE,GENERAL MUSEUM,,,,,35.61519,-88.81702,,
DISCOVERY PARK OF AMERICA,GENERAL MUSEUM,,,,,36.45187,-89.06923,2130436,2092168
DIXON GALLERY & GARDENS,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",4339 PARK AVENUE,MEMPHIS,TN,38117,35.10679,-89.91967,,
DIXON GALLERY AND GARDENS,ART MUSEUM,,,,,35.10679,-89.91967,4370809,4285755
DIXON SPRINGS PRESERVATION ASSOCIATION,HISTORIC PRESERVATION,,,,,36.41058,-86.03269,0,0
DOAK-JOHNSON- HERITAGE MUSEUM,GENERAL MUSEUM,,,,,36.12126,-82.8485,41542396,41542396
DUCKTOWN BASIN MUSEUM,HISTORY MUSEUM,212 BURRA BURRA ST,DUCKTOWN,TN,37326,35.03499,-84.38253,115693,108833
DYER OBSERVATORY,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,,,,36.14896,-86.8041,7640957816,4139063269
EARNEST FAMILY FORT HOUSE,HISTORIC PRESERVATION,,,,,36.20896,-82.68095,0,0
EARTHSOUL GALLERY,ART MUSEUM,,,,,35.976,-86.51829,,
EAST RIDGE HISTORY AND ARCHIVE,GENERAL MUSEUM,,,,,34.99456,-85.24118,,
EAST TENNESSE HISTORICAL SOCIETY,HISTORIC PRESERVATION,601 SOUTH GAY STREET,KNOXVILLE,TN,37901,35.96422,-83.91779,,
EAST TENNESSEE CIVIL WAR CAMPAIGNS,HISTORIC PRESERVATION,,,,,36.16991,-82.80548,0,0
EAST TENNESSEE DISCOVERY CENTER,CHILDREN'S MUSEUM,516 N BEAMAN STREET,KNOXVILLE,TN,37914,35.99683,-83.88477,384353,380443
EAST TENNESSEE STATE UNIVERSITY AND GENERAL SHALE BRICK NATURAL HISTORY MUSEUM,NATURAL HISTORY MUSEUM,,,,,36.38592,-82.49883,,
EAST TENNESSEE STATE UNIVERSITY ARBORETUM,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,36.30446,-82.36312,,
EAST TENNESSEE VETERANS MEMORIAL ASSOCIATION,HISTORIC PRESERVATION,401 HENLEY STREET,KNOXVILLE,TN,37927,35.96473,-83.92422,51672,35519
EDUCATION ANALYSIS OF MAURY COUNTY,GENERAL MUSEUM,3097 BUTLER RD,COLUMBIA,TN,38401,35.72065,-87.00019,0,0
ENGLEWOOD TEXTILE MUSEUM,GENERAL MUSEUM,,,,,35.43014,-84.48787,,
ETSU NATURAL HISTORY MUSEUM,HISTORY MUSEUM,1212 SUNCREST DR,GRAY,TN,37615,36.38592,-82.49883,,
ETSU PLANETARIUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,,,,36.30446,-82.36312,,
EVERGREEN HISTORIC DISTRICT ASSOCIATION,HISTORIC PRESERVATION,,,,,35.13634,-90.01075,0,0
EWING GALLERY OF ART & ARCHITECTURE,ART MUSEUM,,,,,35.95324,-83.93499,,
EXCHANGE PLACE,GENERAL MUSEUM,,,,,36.4841,-82.53371,,
FAIRVIEW HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,,,,,35.98255,-87.11154,0,0
FALL BRANCH HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,36.41723,-82.62054,0,0
FALL RIVER MILL ASSOCIATION,HISTORIC PRESERVATION,,,,,35.12203,-87.22207,0,0
FARISH STREET BLUES MUSEUM,GENERAL MUSEUM,,,,,36.09348,-86.9014,0,0
FARM HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,35.43242,-87.32678,0,0
FENTRESS COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,WILLIE BEATY 2ND V PRES 2495 LIVINGSTON HIGHWAY,JAMESTOWN,TN,38556,36.40671,-84.92364,0,0
FENTRESS COUNTY MUSEUM,GENERAL MUSEUM,2495 LIVINGSTON HWY,JAMESTOWN,TN,38556,36.42601,-85.02086,,
FIRE DEPARTMENT MUSEUM OF MEMPHIS,GENERAL MUSEUM,,,,,35.14799,-90.0512,335291,302928
FIRST FIRE TRUCK,HISTORY MUSEUM,,,,,36.21321,-83.29403,0,0
FOREST RESOURCES AGRESEARCH AND EDUCATION CENTER,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,35.95324,-83.93499,,
FORT DEFIANCE,HISTORIC PRESERVATION,120 DUNCAN ST,CLARKSVILLE,TN,37073,36.54246,-87.37127,0,0
FORT DONELSON CAMPAIGN,HISTORIC PRESERVATION,,,,,36.44856,-87.8965,0,0
FORT DONELSON NATIONAL BATTLEFIELD,HISTORIC PRESERVATION,,,,,36.47934,-87.85107,,
FORT SOUTHWEST POINT,HISTORIC PRESERVATION,1225 S KENTUCKY STREET,KINGSTON,TN,37763,35.84546,-84.50003,,
FRANK H MC CLUNG MUSEUM,GENERAL MUSEUM,,,,,35.95324,-83.93499,,
